frame.number,frame.time,frame.len,eth.src,eth.dst,ip.src,ip.dst,ip.proto,ip.len,tcp.len,tcp.srcport,tcp.dstport,Value,normality
185.0,123724904928838.0,54.0,87971959760497.0,167275820076079.0,192168035.0,1921680121.0,6.0,40.0,0.0,50979.0,80.0,-99.0,0.0
186.0,123724905072422.0,269.0,87971959760497.0,167275820076079.0,192168035.0,1921680121.0,6.0,255.0,215.0,54473.0,80.0,62.0,1.0
187.0,123724905100325.0,54.0,167275820076079.0,87971959760497.0,1921680121.0,192168035.0,6.0,40.0,0.0,80.0,54473.0,-99.0,0.0
188.0,123724905691506.0,288.0,167275820076079.0,87971959760497.0,1921680121.0,192168035.0,6.0,274.0,234.0,80.0,54473.0,-99.0,0.0
189.0,123725007987689.0,54.0,87971959760497.0,167275820076079.0,192168035.0,1921680121.0,6.0,40.0,0.0,54473.0,80.0,-99.0,0.0
190.0,123725008089523.0,62.0,87971959760497.0,167275820076079.0,192168035.0,1921680121.0,6.0,48.0,0.0,54444.0,80.0,-99.0,0.0
191.0,123725008120840.0,54.0,167275820076079.0,87971959760497.0,1921680121.0,192168035.0,6.0,40.0,0.0,80.0,54473.0,-99.0,0.0
192.0,123725008135317.0,62.0,167275820076079.0,87971959760497.0,1921680121.0,192168035.0,6.0,48.0,0.0,80.0,54444.0,-99.0,0.0
193.0,123725015828726.0,54.0,87971959760497.0,167275820076079.0,192168035.0,1921680121.0,6.0,40.0,0.0,54473.0,80.0,-99.0,0.0
194.0,123725015908263.0,54.0,87971959760497.0,167275820076079.0,192168035.0,1921680121.0,6.0,40.0,0.0,54444.0,80.0,-99.0,0.0
195.0,123725016042342.0,269.0,87971959760497.0,167275820076079.0,192168035.0,1921680121.0,6.0,255.0,215.0,54444.0,80.0,62.0,1.0
196.0,123725016070602.0,54.0,167275820076079.0,87971959760497.0,1921680121.0,192168035.0,6.0,40.0,0.0,80.0,54444.0,-99.0,0.0
197.0,123725016717660.0,288.0,167275820076079.0,87971959760497.0,1921680121.0,192168035.0,6.0,274.0,234.0,80.0,54444.0,-99.0,0.0
198.0,123725236321589.0,288.0,167275820076079.0,87971959760497.0,1921680121.0,192168035.0,6.0,274.0,234.0,80.0,54444.0,-99.0,0.0
199.0,123725241079946.0,54.0,87971959760497.0,167275820076079.0,192168035.0,1921680121.0,6.0,40.0,0.0,54444.0,80.0,-99.0,0.0
200.0,123725241171735.0,62.0,87971959760497.0,167275820076079.0,192168035.0,1921680121.0,6.0,48.0,0.0,57058.0,80.0,-99.0,0.0
38894.0,124648089070285.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37921.0,124634939598637.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36524.0,124615850329111.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36571.0,124616433762868.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36549.0,124616000033651.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36475.0,124615113057871.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36486.0,124615314082016.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
38132.0,124637827142955.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36572.0,124616836141225.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36516.0,124615611390585.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36526.0,124615723478922.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36510.0,124615639188279.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
38862.0,124647649461518.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37644.0,124631058372417.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37948.0,124635200780214.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36498.0,124615540714661.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36474.0,124615102902209.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36676.0,124618096639847.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36476.0,124615128163319.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36589.0,124616802904028.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36525.0,124615861905675.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37519.0,124629343452944.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36482.0,124615204804077.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37703.0,124631951035568.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36512.0,124615662270356.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36515.0,124615837924676.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36644.0,124617612956894.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37733.0,124632260837361.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36649.0,124617692751308.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37308.0,124626474089942.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36479.0,124615161985834.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
39121.0,124651186236149.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37013.0,124622448600362.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36523.0,124615966778667.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36556.0,124616093746387.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36474.0,124615103084201.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36878.0,124620641832247.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
38675.0,124645101133332.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36613.0,124617160014667.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
39425.0,124655329721358.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
39373.0,124654824902142.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36547.0,124615982346433.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
38452.0,124642212134838.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36554.0,124616524267027.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37608.0,124630650619134.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37354.0,124627167209729.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37669.0,124631390681390.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36708.0,124618297616481.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36961.0,124621773729601.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36543.0,124616133301191.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
38724.0,124645769051948.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36527.0,124616050906726.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
38193.0,124638665751243.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36584.0,124617059159856.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36543.0,124615933800890.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36583.0,124617024277150.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36604.0,124617019527584.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36502.0,124615594981316.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36531.0,124615788560950.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
39062.0,124650377354530.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36531.0,124616116085625.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37926.0,124634891381313.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36489.0,124615289912311.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36492.0,124615423965489.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36540.0,124616280585619.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36666.0,124617940577711.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36547.0,124615975078175.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37575.0,124630196336420.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36563.0,124616680312301.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36493.0,124615330100804.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
38707.0,124645532173195.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36510.0,124615638662285.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36491.0,124615306138540.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36514.0,124615702423427.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36526.0,124615726487062.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36539.0,124616252335085.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36676.0,124618084834972.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36675.0,124617851358670.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36489.0,124615370466561.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37696.0,124631755507319.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36510.0,124615535286559.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
38697.0,124645567773985.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36571.0,124616829511173.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36494.0,124615349410471.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36618.0,124617236581279.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37163.0,124624494742933.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
38765.0,124646323116110.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36507.0,124615502014970.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36516.0,124615604615535.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
38587.0,124644056728499.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
38068.0,124636834735683.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36491.0,124615413938122.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37853.0,124634008485992.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36538.0,124615868898162.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
38590.0,124643950634020.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36634.0,124617465082778.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37976.0,124635685277046.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37641.0,124631094552777.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
39184.0,124652041226030.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36664.0,124617917315358.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36487.0,124615260565176.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36664.0,124617912089464.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36553.0,124616501500035.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36566.0,124616729841555.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
39481.0,124656084818071.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36571.0,124616545770136.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
38961.0,124649190163532.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36549.0,124616000164632.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
39442.0,124655549850042.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36492.0,124615323395271.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
38381.0,124641243476961.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36495.0,124615413778593.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36480.0,124615181434125.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37086.0,124623487947643.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36488.0,124615350658334.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
38413.0,124641672583124.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36496.0,124615492390226.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36548.0,124615997626577.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36524.0,124615700595447.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36854.0,124620310804576.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
38507.0,124642969625007.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36571.0,124616823053405.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37141.0,124624250687943.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37983.0,124635674028781.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37125.0,124624022807875.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36540.0,124615891650829.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36598.0,124616940528236.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
38819.0,124647239552841.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36482.0,124615219697725.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36520.0,124615912451754.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37265.0,124625885641345.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36553.0,124616494970179.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36482.0,124615201797131.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36539.0,124615885085590.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36547.0,124615981474230.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37990.0,124635763057040.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36584.0,124616726423665.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36491.0,124615310139435.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37020.0,124622554371905.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
38009.0,124636032313371.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
38646.0,124644874732979.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37868.0,124634211395465.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
38985.0,124649509383739.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
38596.0,124644023059630.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37241.0,124625565520900.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36800.0,124619549810590.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36581.0,124616989025461.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
39028.0,124649915819413.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36531.0,124615944694563.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
39019.0,124649794373287.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36507.0,124615499972266.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
39166.0,124651996856819.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36572.0,124616834223481.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36548.0,124616193334659.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
39215.0,124652672521089.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36534.0,124615826650252.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37258.0,124625848677745.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
38761.0,124646271233943.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37739.0,124632350786506.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36555.0,124616532688747.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37182.0,124624812212729.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36484.0,124615288784107.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36491.0,124615306747680.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36534.0,124616176160538.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36601.0,124616982219814.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
36474.0,124615109094719.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
37452.0,124628511515904.0,98.0,189924305281355.0,167275820076079.0,1921680198.0,1921680121.0,1.0,84.0,0.0,0.0,0.0,-2.0,2.0
